Well Name,Initial X,Initial Y,PORO,SOIL,Шаг,Дата,Дней,"Дебит нефти, ст.м3/сут","Дебит воды, ст.м3/сут","Забойное давление (И), Бара","WBP9, Бара"
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",113,19.10.2017,3213.0000,+2.06953911e+02,+1.07940819e+02,+1.21772493e+02,+1.37140435e+02
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",114,19.11.2017,3244.0000,+2.11441181e+02,+1.15421479e+02,+1.22151705e+02,+1.37077967e+02
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",115,19.12.2017,3274.0000,+2.10300906e+02,+1.19940504e+02,+1.23818168e+02,+1.37366728e+02
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",116,19.01.2018,3305.0000,+2.02764900e+02,+1.20971820e+02,+1.22823944e+02,+1.38263492e+02
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",117,18.02.2018,3335.0000,+1.95449611e+02,+1.21666349e+02,+1.22310284e+02,+1.39233997e+02
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",118,20.03.2018,3365.0000,+1.92344828e+02,+1.24740922e+02,+1.23425167e+02,+1.39866553e+02
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",119,20.04.2018,3396.0000,+1.89260572e+02,+1.27764758e+02,+1.23952616e+02,+1.40502794e+02
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",120,20.05.2018,3426.0000,+1.84917701e+02,+1.29604969e+02,+1.23181782e+02,+1.41271443e+02
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",121,20.06.2018,3457.0000,+1.81693021e+02,+1.32190469e+02,+1.23241767e+02,+1.42001756e+02
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",122,20.07.2018,3487.0000,+1.83990464e+02,+1.38413836e+02,+1.24754477e+02,+1.42250442e+02
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",123,20.08.2018,3518.0000,+1.79712338e+02,+1.39934902e+02,+1.24278049e+02,+1.43043728e+02
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",124,19.09.2018,3548.0000,+1.75218049e+02,+1.40948681e+02,+1.24762751e+02,+1.43915333e+02
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",125,19.10.2018,3578.0000,+1.73226254e+02,+1.43784766e+02,+1.26071376e+02,+1.44636479e+02
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",126,19.11.2018,3609.0000,+1.72937140e+02,+1.48077500e+02,+1.24438007e+02,+1.45157486e+02
P19,52,43,"[[0.10666666666666666, 0.14666666666666667, 0.10333333333333333, 0.09555555555555556, 0.09444444444444446, 0.14666666666666667, 0.14222222222222222, 0.15666666666666665, 0.07333333333333333], [0.10120000000000001, 0.12000000000000002, 0.08719999999999999, 0.08120000000000002, 0.07840000000000004, 0.12480000000000002, 0.12040000000000002, 0.1316, 0.0616], [0.10591836734693882, 0.11673469387755103, 0.08591836734693878, 0.07816326530612246, 0.07714285714285717, 0.12346938775510209, 0.11857142857142856, 0.1293877551020409, 0.06428571428571431]]","[[0.8151111111111111, 0.8081111111111111, 0.8011111111111112, 0.7942222222222224, 0.7872222222222223, 0.7785555555555557, 0.7675555555555557, 0.7565555555555556, 0.7475555555555554], [0.8122800000000001, 0.8053199999999999, 0.7983200000000003, 0.7913599999999998, 0.7844400000000001, 0.7756399999999999, 0.76468, 0.75372, 0.74472], [0.7919795918367346, 0.785265306122449, 0.7946326530612244, 0.7876530612244896, 0.7806734693877554, 0.771836734693878, 0.7608979591836733, 0.750020408163265, 0.7405918367346934]]",127,19.12.2018,3639.0000,+1.73281396e+02,+1.52756054e+02,+1.26145839e+02,+1.45560651e+02
P20,45,42,"[[0.10888888888888888, 0.11, 0.09111111111111111, 0.08333333333333334, 0.07555555555555556, 0.12666666666666668, 0.11666666666666667, 0.13555555555555554, 0.08777777777777779], [0.098, 0.10439999999999999, 0.08599999999999998, 0.076, 0.07120000000000001, 0.11680000000000001, 0.11040000000000001, 0.126, 0.08039999999999999], [0.09530612244897961, 0.10510204081632656, 0.08448979591836736, 0.07448979591836735, 0.07122448979591837, 0.11387755102040817, 0.1095918367346939, 0.12367346938775514, 0.07081632653061223]]","[[0.7924444444444444, 0.7854444444444444, 0.7785555555555557, 0.7721111111111111, 0.7654444444444445, 0.7564444444444445, 0.745888888888889, 0.734111111111111, 0.718], [0.7878000000000003, 0.7807999999999999, 0.7739199999999998, 0.7674, 0.7606, 0.74996, 0.7285200000000001, 0.68112, 0.62936], [0.7805510204081633, 0.7722653061224493, 0.7575306122448979, 0.7433265306122447, 0.7237346938775511, 0.6998775510204079, 0.6567755102040816, 0.6018775510204081, 0.5440816326530612]]",2,02.01.2009,1.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.63361231e+02
P20,45,42,"[[0.10888888888888888, 0.11, 0.09111111111111111, 0.08333333333333334, 0.07555555555555556, 0.12666666666666668, 0.11666666666666667, 0.13555555555555554, 0.08777777777777779], [0.098, 0.10439999999999999, 0.08599999999999998, 0.076, 0.07120000000000001, 0.11680000000000001, 0.11040000000000001, 0.126, 0.08039999999999999], [0.09530612244897961, 0.10510204081632656, 0.08448979591836736, 0.07448979591836735, 0.07122448979591837, 0.11387755102040817, 0.1095918367346939, 0.12367346938775514, 0.07081632653061223]]","[[0.7924444444444444, 0.7854444444444444, 0.7785555555555557, 0.7721111111111111, 0.7654444444444445, 0.7564444444444445, 0.745888888888889, 0.734111111111111, 0.718], [0.7878000000000003, 0.7807999999999999, 0.7739199999999998, 0.7674, 0.7606, 0.74996, 0.7285200000000001, 0.68112, 0.62936], [0.7805510204081633, 0.7722653061224493, 0.7575306122448979, 0.7433265306122447, 0.7237346938775511, 0.6998775510204079, 0.6567755102040816, 0.6018775510204081, 0.5440816326530612]]",3,03.01.2009,2.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.63361231e+02
P20,45,42,"[[0.10888888888888888, 0.11, 0.09111111111111111, 0.08333333333333334, 0.07555555555555556, 0.12666666666666668, 0.11666666666666667, 0.13555555555555554, 0.08777777777777779], [0.098, 0.10439999999999999, 0.08599999999999998, 0.076, 0.07120000000000001, 0.11680000000000001, 0.11040000000000001, 0.126, 0.08039999999999999], [0.09530612244897961, 0.10510204081632656, 0.08448979591836736, 0.07448979591836735, 0.07122448979591837, 0.11387755102040817, 0.1095918367346939, 0.12367346938775514, 0.07081632653061223]]","[[0.7924444444444444, 0.7854444444444444, 0.7785555555555557, 0.7721111111111111, 0.7654444444444445, 0.7564444444444445, 0.745888888888889, 0.734111111111111, 0.718], [0.7878000000000003, 0.7807999999999999, 0.7739199999999998, 0.7674, 0.7606, 0.74996, 0.7285200000000001, 0.68112, 0.62936], [0.7805510204081633, 0.7722653061224493, 0.7575306122448979, 0.7433265306122447, 0.7237346938775511, 0.6998775510204079, 0.6567755102040816, 0.6018775510204081, 0.5440816326530612]]",4,08.01.2009,7.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.63361231e+02
P20,45,42,"[[0.10888888888888888, 0.11, 0.09111111111111111, 0.08333333333333334, 0.07555555555555556, 0.12666666666666668, 0.11666666666666667, 0.13555555555555554, 0.08777777777777779], [0.098, 0.10439999999999999, 0.08599999999999998, 0.076, 0.07120000000000001, 0.11680000000000001, 0.11040000000000001, 0.126, 0.08039999999999999], [0.09530612244897961, 0.10510204081632656, 0.08448979591836736, 0.07448979591836735, 0.07122448979591837, 0.11387755102040817, 0.1095918367346939, 0.12367346938775514, 0.07081632653061223]]","[[0.7924444444444444, 0.7854444444444444, 0.7785555555555557, 0.7721111111111111, 0.7654444444444445, 0.7564444444444445, 0.745888888888889, 0.734111111111111, 0.718], [0.7878000000000003, 0.7807999999999999, 0.7739199999999998, 0.7674, 0.7606, 0.74996, 0.7285200000000001, 0.68112, 0.62936], [0.7805510204081633, 0.7722653061224493, 0.7575306122448979, 0.7433265306122447, 0.7237346938775511, 0.6998775510204079, 0.6567755102040816, 0.6018775510204081, 0.5440816326530612]]",5,16.01.2009,15.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.63361231e+02
P20,45,42,"[[0.10888888888888888, 0.11, 0.09111111111111111, 0.08333333333333334, 0.07555555555555556, 0.12666666666666668, 0.11666666666666667, 0.13555555555555554, 0.08777777777777779], [0.098, 0.10439999999999999, 0.08599999999999998, 0.076, 0.07120000000000001, 0.11680000000000001, 0.11040000000000001, 0.126, 0.08039999999999999], [0.09530612244897961, 0.10510204081632656, 0.08448979591836736, 0.07448979591836735, 0.07122448979591837, 0.11387755102040817, 0.1095918367346939, 0.12367346938775514, 0.07081632653061223]]","[[0.7924444444444444, 0.7854444444444444, 0.7785555555555557, 0.7721111111111111, 0.7654444444444445, 0.7564444444444445, 0.745888888888889, 0.734111111111111, 0.718], [0.7878000000000003, 0.7807999999999999, 0.7739199999999998, 0.7674, 0.7606, 0.74996, 0.7285200000000001, 0.68112, 0.62936], [0.7805510204081633, 0.7722653061224493, 0.7575306122448979, 0.7433265306122447, 0.7237346938775511, 0.6998775510204079, 0.6567755102040816, 0.6018775510204081, 0.5440816326530612]]",6,31.01.2009,30.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.63361231e+02
P20,45,42,"[[0.10888888888888888, 0.11, 0.09111111111111111, 0.08333333333333334, 0.07555555555555556, 0.12666666666666668, 0.11666666666666667, 0.13555555555555554, 0.08777777777777779], [0.098, 0.10439999999999999, 0.08599999999999998, 0.076, 0.07120000000000001, 0.11680000000000001, 0.11040000000000001, 0.126, 0.08039999999999999], [0.09530612244897961, 0.10510204081632656, 0.08448979591836736, 0.07448979591836735, 0.07122448979591837, 0.11387755102040817, 0.1095918367346939, 0.12367346938775514, 0.07081632653061223]]","[[0.7924444444444444, 0.7854444444444444, 0.7785555555555557, 0.7721111111111111, 0.7654444444444445, 0.7564444444444445, 0.745888888888889, 0.734111111111111, 0.718], [0.7878000000000003, 0.7807999999999999, 0.7739199999999998, 0.7674, 0.7606, 0.74996, 0.7285200000000001, 0.68112, 0.62936], [0.7805510204081633, 0.7722653061224493, 0.7575306122448979, 0.7433265306122447, 0.7237346938775511, 0.6998775510204079, 0.6567755102040816, 0.6018775510204081, 0.5440816326530612]]",7,01.03.2009,59.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.63361231e+02
P20,45,42,"[[0.10888888888888888, 0.11, 0.09111111111111111, 0.08333333333333334, 0.07555555555555556, 0.12666666666666668, 0.11666666666666667, 0.13555555555555554, 0.08777777777777779], [0.098, 0.10439999999999999, 0.08599999999999998, 0.076, 0.07120000000000001, 0.11680000000000001, 0.11040000000000001, 0.126, 0.08039999999999999], [0.09530612244897961, 0.10510204081632656, 0.08448979591836736, 0.07448979591836735, 0.07122448979591837, 0.11387755102040817, 0.1095918367346939, 0.12367346938775514, 0.07081632653061223]]","[[0.7924444444444444, 0.7854444444444444, 0.7785555555555557, 0.7721111111111111, 0.7654444444444445, 0.7564444444444445, 0.745888888888889, 0.734111111111111, 0.718], [0.7878000000000003, 0.7807999999999999, 0.7739199999999998, 0.7674, 0.7606, 0.74996, 0.7285200000000001, 0.68112, 0.62936], [0.7805510204081633, 0.7722653061224493, 0.7575306122448979, 0.7433265306122447, 0.7237346938775511, 0.6998775510204079, 0.6567755102040816, 0.6018775510204081, 0.5440816326530612]]",8,01.04.2009,90.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.63361231e+02
P20,45,42,"[[0.10888888888888888, 0.11, 0.09111111111111111, 0.08333333333333334, 0.07555555555555556, 0.12666666666666668, 0.11666666666666667, 0.13555555555555554, 0.08777777777777779], [0.098, 0.10439999999999999, 0.08599999999999998, 0.076, 0.07120000000000001, 0.11680000000000001, 0.11040000000000001, 0.126, 0.08039999999999999], [0.09530612244897961, 0.10510204081632656, 0.08448979591836736, 0.07448979591836735, 0.07122448979591837, 0.11387755102040817, 0.1095918367346939, 0.12367346938775514, 0.07081632653061223]]","[[0.7924444444444444, 0.7854444444444444, 0.7785555555555557, 0.7721111111111111, 0.7654444444444445, 0.7564444444444445, 0.745888888888889, 0.734111111111111, 0.718], [0.7878000000000003, 0.7807999999999999, 0.7739199999999998, 0.7674, 0.7606, 0.74996, 0.7285200000000001, 0.68112, 0.62936], [0.7805510204081633, 0.7722653061224493, 0.7575306122448979, 0.7433265306122447, 0.7237346938775511, 0.6998775510204079, 0.6567755102040816, 0.6018775510204081, 0.5440816326530612]]",9,30.04.2009,119.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.63361231e+02
P20,45,42,"[[0.10888888888888888, 0.11, 0.09111111111111111, 0.08333333333333334, 0.07555555555555556, 0.12666666666666668, 0.11666666666666667, 0.13555555555555554, 0.08777777777777779], [0.098, 0.10439999999999999, 0.08599999999999998, 0.076, 0.07120000000000001, 0.11680000000000001, 0.11040000000000001, 0.126, 0.08039999999999999], [0.09530612244897961, 0.10510204081632656, 0.08448979591836736, 0.07448979591836735, 0.07122448979591837, 0.11387755102040817, 0.1095918367346939, 0.12367346938775514, 0.07081632653061223]]","[[0.7924444444444444, 0.7854444444444444, 0.7785555555555557, 0.7721111111111111, 0.7654444444444445, 0.7564444444444445, 0.745888888888889, 0.734111111111111, 0.718], [0.7878000000000003, 0.7807999999999999, 0.7739199999999998, 0.7674, 0.7606, 0.74996, 0.7285200000000001, 0.68112, 0.62936], [0.7805510204081633, 0.7722653061224493, 0.7575306122448979, 0.7433265306122447, 0.7237346938775511, 0.6998775510204079, 0.6567755102040816, 0.6018775510204081, 0.5440816326530612]]",10,30.05.2009,149.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.63350576e+02
