Well Name,Initial X,Initial Y,SOIL,Шаг,Дата,Дней,"Дебит нефти, ст.м3/сут","Дебит воды, ст.м3/сут","Забойное давление (И), Бара","WBP9, Бара"
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",51,19.08.2012,1326.0000,+3.02284428e+02,+9.73876221e+00,+1.06063472e+02,+9.72615498e+01
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",52,18.09.2012,1356.0000,+3.02692970e+02,+1.32400303e+01,+1.07059765e+02,+9.72711584e+01
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",53,19.10.2012,1387.0000,+2.94287418e+02,+1.93210021e+01,+1.05886277e+02,+9.74769823e+01
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",54,18.11.2012,1417.0000,+2.92288046e+02,+2.95335083e+01,+1.04971342e+02,+9.74606839e+01
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",55,19.12.2012,1448.0000,+2.68415491e+02,+3.81969287e+01,+1.05763550e+02,+9.80452020e+01
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",56,18.01.2013,1478.0000,+2.45988060e+02,+4.62806421e+01,+1.04658320e+02,+9.87608974e+01
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",57,18.02.2013,1509.0000,+2.22053131e+02,+5.45803310e+01,+1.04580409e+02,+9.96206797e+01
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",58,20.03.2013,1539.0000,+1.98209335e+02,+6.25267917e+01,+1.03787512e+02,+1.00488499e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",59,20.04.2013,1570.0000,+1.81756540e+02,+7.44434801e+01,+1.02556797e+02,+1.01162095e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",60,20.05.2013,1600.0000,+1.69023733e+02,+8.54009176e+01,+1.02952556e+02,+1.01823696e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",61,19.06.2013,1630.0000,+1.59043190e+02,+9.63476476e+01,+1.01613594e+02,+1.02428138e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",62,20.07.2013,1661.0000,+1.50937675e+02,+1.07298529e+02,+1.01834916e+02,+1.02970016e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",63,19.08.2013,1691.0000,+1.43867778e+02,+1.16919468e+02,+1.01825952e+02,+1.03450744e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",64,19.09.2013,1722.0000,+1.37185880e+02,+1.26430118e+02,+1.01212319e+02,+1.04027980e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",65,19.10.2013,1752.0000,+1.31017329e+02,+1.35180370e+02,+1.02007974e+02,+1.04532174e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",66,19.11.2013,1783.0000,+1.25139528e+02,+1.43843881e+02,+1.02338923e+02,+1.05079325e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",67,19.12.2013,1813.0000,+1.19846790e+02,+1.51911591e+02,+1.03882659e+02,+1.05613079e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",68,19.01.2014,1844.0000,+1.14829652e+02,+1.59904824e+02,+1.03721322e+02,+1.06183783e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",69,18.02.2014,1874.0000,+1.11509297e+02,+1.68669814e+02,+1.03285573e+02,+1.06631987e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",70,20.03.2014,1904.0000,+1.08777875e+02,+1.77277576e+02,+1.03602732e+02,+1.07051696e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",71,20.04.2014,1935.0000,+1.06326999e+02,+1.85723019e+02,+1.03443463e+02,+1.07566226e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",72,20.05.2014,1965.0000,+1.04051838e+02,+1.93339897e+02,+1.03738559e+02,+1.07994567e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",73,20.06.2014,1996.0000,+1.01928621e+02,+2.00854111e+02,+1.03959191e+02,+1.08482658e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",74,20.07.2014,2026.0000,+9.99809804e+01,+2.07751115e+02,+1.03762691e+02,+1.08927508e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",75,20.08.2014,2057.0000,+9.81823635e+01,+2.14682744e+02,+1.05504307e+02,+1.09448536e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",76,19.09.2014,2087.0000,+9.57608935e+01,+2.19833436e+02,+1.05004437e+02,+1.09947611e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",77,19.10.2014,2117.0000,+9.28921452e+01,+2.23854935e+02,+1.06335126e+02,+1.10532689e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",78,19.11.2014,2148.0000,+8.47718552e+01,+2.16865455e+02,+1.06040719e+02,+1.11667109e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",79,19.12.2014,2178.0000,+8.47082934e+01,+2.27192467e+02,+1.05379512e+02,+1.12093336e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",80,19.01.2015,2209.0000,+8.35892972e+01,+2.34141993e+02,+1.06576442e+02,+1.12566389e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",81,18.02.2015,2239.0000,+8.03150701e+01,+2.35148880e+02,+1.05891103e+02,+1.13294504e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",82,21.03.2015,2270.0000,+7.65685478e+01,+2.35106432e+02,+1.06816380e+02,+1.14125592e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",83,20.04.2015,2300.0000,+7.32585368e+01,+2.35295273e+02,+1.06661248e+02,+1.14926516e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",84,21.05.2015,2331.0000,+7.26572164e+01,+2.43026154e+02,+1.06253078e+02,+1.15386829e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",85,20.06.2015,2361.0000,+7.27240295e+01,+2.51502410e+02,+1.07267297e+02,+1.15717751e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",86,20.07.2015,2391.0000,+6.88127056e+01,+2.47592524e+02,+1.06695032e+02,+1.16560306e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",87,20.08.2015,2422.0000,+6.79018980e+01,+2.53227222e+02,+1.07250060e+02,+1.17077578e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",88,19.09.2015,2452.0000,+6.44429154e+01,+2.49674305e+02,+1.08636596e+02,+1.17951679e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",89,20.10.2015,2483.0000,+6.44600331e+01,+2.57855227e+02,+1.09218514e+02,+1.18408234e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",90,19.11.2015,2513.0000,+6.26446629e+01,+2.58586217e+02,+1.08864813e+02,+1.19038102e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",91,20.12.2015,2544.0000,+6.28706249e+01,+2.66666415e+02,+1.09435699e+02,+1.19427493e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",92,19.01.2016,2574.0000,+6.06129385e+01,+2.64887091e+02,+1.08940655e+02,+1.20134670e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",93,18.02.2016,2604.0000,+5.88231741e+01,+2.65066186e+02,+1.09665295e+02,+1.20809347e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",94,20.03.2016,2635.0000,+5.64353029e+01,+2.62944817e+02,+1.09787332e+02,+1.21570870e+02
P17,65,37,"[[0.7841111111111111, 0.761, 0.7776666666666667, 0.7382222222222222, 0.6787777777777778, 0.5787777777777777, 0.601, 0.5203333333333333, 0.7191111111111111], [0.7801600000000001, 0.7592, 0.7667999999999999, 0.7292399999999999, 0.6777599999999999, 0.597, 0.6098, 0.54052, 0.6898000000000001], [0.7728571428571427, 0.7361632653061225, 0.7547755102040815, 0.716448979591837, 0.6686122448979593, 0.6077755102040816, 0.6125918367346941, 0.558734693877551, 0.6693673469387755]]",95,19.04.2016,2665.0000,+5.35976335e+01,+2.58454177e+02,+1.09593589e+02,+1.22407255e+02
