Well Name,Initial X,Initial Y,PORO,SOIL,Шаг,Дата,Дней,"Дебит нефти, ст.м3/сут","Дебит воды, ст.м3/сут","Обводнённость, доля","WBP9, Бара"
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",39,20.08.2011,961.0000,+3.12413594e+02,+1.66096288e-01,+5.31372616e-04,+1.12401339e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",40,19.09.2011,991.0000,+3.14801600e+02,+1.69449542e-01,+5.37984497e-04,+1.12047559e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",41,20.10.2011,1022.0000,+3.17867602e+02,+1.73738468e-01,+5.46276367e-04,+1.11802106e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",42,19.11.2011,1052.0000,+3.19558448e+02,+1.77831682e-01,+5.56182371e-04,+1.11630403e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",43,20.12.2011,1083.0000,+3.22273185e+02,+1.83585043e-01,+5.69332264e-04,+1.11488535e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",44,19.01.2012,1113.0000,+3.18650885e+02,+1.88634996e-01,+5.91629908e-04,+1.11507234e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",45,18.02.2012,1143.0000,+3.25387985e+02,+2.04264654e-01,+6.27363378e-04,+1.11463350e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",46,20.03.2012,1174.0000,+3.09573841e+02,+2.10628616e-01,+6.79919867e-04,+1.11773390e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",47,19.04.2012,1204.0000,+3.06750261e+02,+2.31038946e-01,+7.52615701e-04,+1.11951378e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",48,20.05.2012,1235.0000,+3.19446693e+02,+2.78456732e-01,+8.70925331e-04,+1.11897104e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",49,19.06.2012,1265.0000,+3.13630488e+02,+4.39032355e-01,+1.39788272e-03,+1.12119486e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",50,20.07.2012,1296.0000,+3.13266873e+02,+7.18376581e-01,+2.28793098e-03,+1.12357998e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",51,19.08.2012,1326.0000,+3.10932989e+02,+1.09020072e+00,+3.49397337e-03,+1.12621014e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",52,18.09.2012,1356.0000,+3.14279658e+02,+1.65334192e+00,+5.23320425e-03,+1.12777359e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",53,19.10.2012,1387.0000,+3.10328146e+02,+3.28027391e+00,+1.04597763e-02,+1.13060777e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",54,18.11.2012,1417.0000,+3.21632221e+02,+6.19238850e+00,+1.88893338e-02,+1.13107520e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",55,19.12.2012,1448.0000,+3.07318832e+02,+9.32012815e+00,+2.94345590e-02,+1.13545015e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",56,18.01.2013,1478.0000,+3.15202811e+02,+1.37650090e+01,+4.18430258e-02,+1.13596567e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",57,18.02.2013,1509.0000,+3.06943336e+02,+1.88731041e+01,+5.79255735e-02,+1.13904558e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",58,20.03.2013,1539.0000,+2.85250990e+02,+2.64128598e+01,+8.47479096e-02,+1.14434880e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",59,20.04.2013,1570.0000,+2.69120993e+02,+3.60047767e+01,+1.17999790e-01,+1.14939110e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",60,20.05.2013,1600.0000,+2.67480230e+02,+4.67085397e+01,+1.48663938e-01,+1.15172690e+02
P17,65,37,"[[0.19222222222222218, 0.1933333333333333, 0.15555555555555556, 0.1411111111111111, 0.14888888888888888, 0.24000000000000002, 0.23333333333333328, 0.24000000000000002, 0.1711111111111111], [0.19360000000000002, 0.19400000000000003, 0.1524, 0.14240000000000003, 0.14679999999999999, 0.23960000000000012, 0.2340000000000001, 0.2384000000000001, 0.1684], [0.19489795918367359, 0.19510204081632662, 0.15040816326530615, 0.14306122448979586, 0.14469387755102053, 0.2391836734693879, 0.23408163265306142, 0.2373469387755104, 0.1638775510204081]]","[[0.8244444444444444, 0.8177777777777778, 0.8105555555555554, 0.802888888888889, 0.7952222222222223, 0.7855555555555556, 0.7742222222222223, 0.7626666666666667, 0.7533333333333334], [0.8231599999999999, 0.8163999999999999, 0.8092400000000001, 0.8015200000000001, 0.7937999999999998, 0.7842799999999999, 0.7727600000000001, 0.7614399999999999, 0.75196], [0.8199591836734693, 0.7974081632653063, 0.8060000000000004, 0.7983469387755101, 0.7906530612244901, 0.7810816326530612, 0.7696530612244896, 0.7572040816326531, 0.7420816326530614]]",61,19.06.2013,1630.0000,+2.65144626e+02,+5.74075444e+01,+1.77979099e-01,+1.15393891e+02
