Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"	"WBP9, Бара"
P15	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51425091e+02
P15	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52433866e+02
P15	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53004742e+02
P15	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53536607e+02
P15	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54024875e+02
P15	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54475088e+02
P15	117	18.02.2018	3335.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54929604e+02
P15	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55422843e+02
P15	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56010730e+02
P15	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56619029e+02
P15	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57210561e+02
P15	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57853936e+02
P15	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58508331e+02
P15	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59124360e+02
P15	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59689783e+02
P15	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60333271e+02
P15	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60927049e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"	"WBP9, Бара"
P16	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61296140e+02
P16	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61296140e+02
P16	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61296140e+02
P16	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61296140e+02
P16	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61296140e+02
P16	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61296140e+02
P16	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61296140e+02
P16	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61296140e+02
P16	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61281809e+02
P16	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61229455e+02
P16	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61053028e+02
P16	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59830881e+02
P16	14	28.09.2009	270.0000	+3.41449223e+02	+5.89272416e-02	+1.72550030e-04	+1.50637112e+02
P16	15	27.10.2009	299.0000	+3.16273540e+02	+5.53697025e-02	+1.75038388e-04	+1.48399607e+02
P16	16	27.11.2009	330.0000	+3.11077330e+02	+5.54604958e-02	+1.78253458e-04	+1.46400671e+02
P16	17	26.12.2009	359.0000	+3.21267861e+02	+5.84188636e-02	+1.81805433e-04	+1.44544206e+02
P16	18	26.01.2010	390.0000	+3.17559665e+02	+5.87351859e-02	+1.84923751e-04	+1.42711070e+02
P16	19	25.02.2010	420.0000	+3.23188965e+02	+6.12153075e-02	+1.89374396e-04	+1.40124560e+02
P16	20	26.03.2010	449.0000	+3.18247020e+02	+6.14402817e-02	+1.93021202e-04	+1.37672282e+02
P16	21	26.04.2010	480.0000	+3.20082720e+02	+6.37795497e-02	+1.99219887e-04	+1.34327777e+02
P16	22	25.05.2010	509.0000	+3.17091811e+02	+6.54894232e-02	+2.06488778e-04	+1.30088891e+02
P16	23	24.06.2010	539.0000	+3.13305328e+02	+6.61823635e-02	+2.11194577e-04	+1.26388431e+02
P16	24	25.07.2010	570.0000	+3.07608094e+02	+6.64459736e-02	+2.15961885e-04	+1.22983339e+02
P16	25	30.07.2010	575.0000	+3.15775319e+02	+6.86411669e-02	+2.17326198e-04	+1.22283787e+02
P16	26	09.08.2010	585.0000	+3.18395611e+02	+7.02587332e-02	+2.20616210e-04	+1.20852878e+02
P16	27	23.08.2010	599.0000	+3.11358451e+02	+7.00790895e-02	+2.25024629e-04	+1.19031582e+02
P16	28	23.09.2010	630.0000	+3.16865424e+02	+7.40459584e-02	+2.33628076e-04	+1.15136315e+02
P16	29	23.10.2010	660.0000	+3.19911795e+02	+7.72950387e-02	+2.41555232e-04	+1.11710649e+02
P16	30	21.11.2010	689.0000	+3.16130974e+02	+7.86857932e-02	+2.48840574e-04	+1.08883522e+02
P16	31	22.12.2010	720.0000	+3.08852921e+02	+7.93085827e-02	+2.56718384e-04	+1.06258172e+02
P16	32	20.01.2011	749.0000	+3.21858222e+02	+8.49778147e-02	+2.63952817e-04	+1.03830041e+02
P16	33	20.02.2011	780.0000	+3.07080579e+02	+8.35709648e-02	+2.72072652e-04	+1.01907217e+02
P16	34	22.03.2011	810.0000	+3.23455483e+02	+9.04369469e-02	+2.79518119e-04	+1.00004886e+02
P16	35	20.04.2011	839.0000	+3.13578791e+02	+9.00490843e-02	+2.87083296e-04	+9.86431488e+01
P16	36	21.05.2011	870.0000	+3.25861796e+02	+9.61544550e-02	+2.94990366e-04	+9.70952606e+01
P16	37	20.06.2011	900.0000	+3.25729001e+02	+9.85691524e-02	+3.02519374e-04	+9.59225491e+01
P16	38	20.07.2011	930.0000	+3.19099893e+02	+9.89673759e-02	+3.10049277e-04	+9.50084370e+01
P16	39	20.08.2011	961.0000	+3.18765298e+02	+1.01252073e-01	+3.17537454e-04	+9.41617261e+01
P16	40	19.09.2011	991.0000	+3.26656342e+02	+1.06148160e-01	+3.24848057e-04	+9.33138861e+01
P16	41	20.10.2011	1022.0000	+3.20774268e+02	+1.06812356e-01	+3.32872091e-04	+9.27841377e+01
P16	42	19.11.2011	1052.0000	+3.21087737e+02	+1.09753239e-01	+3.41700178e-04	+9.23449862e+01
P16	43	20.12.2011	1083.0000	+3.24130121e+02	+1.13809141e-01	+3.50998525e-04	+9.18868222e+01
P16	44	19.01.2012	1113.0000	+3.21037439e+02	+1.15531292e-01	+3.59739136e-04	+9.16085676e+01
P16	45	18.02.2012	1143.0000	+3.16457185e+02	+1.16584873e-01	+3.68270790e-04	+9.14744555e+01
P16	46	20.03.2012	1174.0000	+3.25574418e+02	+1.22772025e-01	+3.76951440e-04	+9.12716384e+01
P16	47	19.04.2012	1204.0000	+3.14565074e+02	+1.21365611e-01	+3.85671563e-04	+9.13469165e+01
P16	48	20.05.2012	1235.0000	+3.16930362e+02	+1.25178210e-01	+3.94814769e-04	+9.12379704e+01
P16	49	19.06.2012	1265.0000	+3.22924367e+02	+1.30243001e-01	+4.03160942e-04	+9.11519650e+01
P16	50	20.07.2012	1296.0000	+3.19367755e+02	+1.31615180e-01	+4.11941906e-04	+9.12009657e+01
P16	51	19.08.2012	1326.0000	+3.15779567e+02	+1.32762937e-01	+4.20252469e-04	+9.13414418e+01
P16	52	18.09.2012	1356.0000	+3.10192002e+02	+1.33068356e-01	+4.28803114e-04	+9.15007648e+01
P16	53	19.10.2012	1387.0000	+3.16114271e+02	+1.38319182e-01	+4.37369324e-04	+9.15234904e+01
P16	54	18.11.2012	1417.0000	+3.11695083e+02	+1.38897285e-01	+4.45420620e-04	+9.17146933e+01
P16	55	19.12.2012	1448.0000	+3.17901445e+02	+1.44664957e-01	+4.54855293e-04	+9.17994921e+01
P16	56	18.01.2013	1478.0000	+3.22667436e+02	+1.50263610e-01	+4.65475128e-04	+9.18508740e+01
P16	57	18.02.2013	1509.0000	+3.22435041e+02	+1.53698718e-01	+4.76454071e-04	+9.19678164e+01
P16	58	20.03.2013	1539.0000	+3.19613939e+02	+1.55731254e-01	+4.87010710e-04	+9.21652187e+01
P16	59	20.04.2013	1570.0000	+3.13083628e+02	+1.55912360e-01	+4.97741634e-04	+9.24947144e+01
P16	60	20.05.2013	1600.0000	+3.14509008e+02	+1.59941544e-01	+5.08285116e-04	+9.27383153e+01
P16	61	19.06.2013	1630.0000	+3.20053433e+02	+1.66206905e-01	+5.19040321e-04	+9.29427764e+01
P16	62	20.07.2013	1661.0000	+3.09709045e+02	+1.64464977e-01	+5.30748747e-04	+9.33349865e+01
P16	63	19.08.2013	1691.0000	+3.19986877e+02	+1.73933353e-01	+5.43268718e-04	+9.34250253e+01
P16	64	19.09.2013	1722.0000	+3.08343931e+02	+1.71719270e-01	+5.56598248e-04	+9.39084385e+01
P16	65	19.10.2013	1752.0000	+3.24034071e+02	+1.86009335e-01	+5.73713186e-04	+9.39689090e+01
P16	66	19.11.2013	1783.0000	+3.19577309e+02	+1.90771384e-01	+5.96592955e-04	+9.42832231e+01
P16	67	19.12.2013	1813.0000	+3.19188123e+02	+1.99946797e-01	+6.26030887e-04	+9.45631300e+01
P16	68	19.01.2014	1844.0000	+3.11378583e+02	+2.07356968e-01	+6.65488848e-04	+9.49589367e+01
P16	69	18.02.2014	1874.0000	+3.10513153e+02	+2.22136817e-01	+7.14874765e-04	+9.51918126e+01
P16	70	20.03.2014	1904.0000	+3.14597943e+02	+2.50676505e-01	+7.96181051e-04	+9.54028239e+01
P16	71	20.04.2014	1935.0000	+3.10800167e+02	+3.77142844e-01	+1.21198697e-03	+9.58328031e+01
P16	72	20.05.2014	1965.0000	+3.15171759e+02	+5.59311115e-01	+1.77147949e-03	+9.60377231e+01
P16	73	20.06.2014	1996.0000	+3.09606404e+02	+7.83856152e-01	+2.52538901e-03	+9.65072966e+01
P16	74	20.07.2014	2026.0000	+3.18543551e+02	+1.25314914e+00	+3.91858059e-03	+9.66388269e+01
P16	75	20.08.2014	2057.0000	+3.22705498e+02	+2.75478193e+00	+8.46426462e-03	+9.68958636e+01
P16	76	19.09.2014	2087.0000	+3.12698334e+02	+4.38900594e+00	+1.38416310e-02	+9.73029512e+01
P16	77	19.10.2014	2117.0000	+3.13328174e+02	+6.47488639e+00	+2.02464804e-02	+9.75901192e+01
P16	78	19.11.2014	2148.0000	+3.18449674e+02	+9.35267609e+00	+2.85314492e-02	+9.78255672e+01
P16	79	19.12.2014	2178.0000	+3.08580684e+02	+1.45597858e+01	+4.50571411e-02	+9.82163012e+01
P16	80	19.01.2015	2209.0000	+2.98288041e+02	+1.98995785e+01	+6.25403921e-02	+9.86372049e+01
P16	81	18.02.2015	2239.0000	+2.84630645e+02	+2.47372455e+01	+7.99606110e-02	+9.91722546e+01
P16	82	21.03.2015	2270.0000	+2.87100557e+02	+3.18995526e+01	+9.99985629e-02	+9.93975880e+01
P16	83	20.04.2015	2300.0000	+2.72046317e+02	+3.74678528e+01	+1.21053756e-01	+9.99208619e+01
P16	84	21.05.2015	2331.0000	+2.63020030e+02	+4.53716002e+01	+1.47123319e-01	+1.00324792e+02
P16	85	20.06.2015	2361.0000	+2.59999713e+02	+5.46533374e+01	+1.73693970e-01	+1.00518056e+02
P16	86	20.07.2015	2391.0000	+2.54029433e+02	+6.45843068e+01	+2.02704086e-01	+1.00766286e+02
P16	87	20.08.2015	2422.0000	+2.35876990e+02	+7.17689301e+01	+2.33284193e-01	+1.01358437e+02
P16	88	19.09.2015	2452.0000	+2.40991525e+02	+8.42954451e+01	+2.59141782e-01	+1.01499403e+02
P16	89	20.10.2015	2483.0000	+2.18773602e+02	+8.87610184e+01	+2.88621224e-01	+1.02215014e+02
P16	90	19.11.2015	2513.0000	+2.20714576e+02	+1.01176154e+02	+3.14318321e-01	+1.02371376e+02
P16	91	20.12.2015	2544.0000	+2.09207959e+02	+1.08343661e+02	+3.41184406e-01	+1.02811754e+02
P16	92	19.01.2016	2574.0000	+1.94513959e+02	+1.13440421e+02	+3.68367616e-01	+1.03371030e+02
P16	93	18.02.2016	2604.0000	+1.88756955e+02	+1.22741535e+02	+3.94035729e-01	+1.03762258e+02
P16	94	20.03.2016	2635.0000	+1.90236756e+02	+1.35959694e+02	+4.16803108e-01	+1.03939432e+02
P16	95	19.04.2016	2665.0000	+1.74584918e+02	+1.38266662e+02	+4.41956094e-01	+1.04508358e+02
P16	96	20.05.2016	2696.0000	+1.67727743e+02	+1.46171647e+02	+4.65664005e-01	+1.04958332e+02
P16	97	19.06.2016	2726.0000	+1.57566945e+02	+1.49900895e+02	+4.87533573e-01	+1.05530391e+02
P16	98	20.07.2016	2757.0000	+1.60345236e+02	+1.62927204e+02	+5.03993485e-01	+1.05695949e+02
P16	99	19.08.2016	2787.0000	+1.49682966e+02	+1.63383264e+02	+5.21880829e-01	+1.06223942e+02
P16	100	18.09.2016	2817.0000	+1.49142628e+02	+1.72592282e+02	+5.36442509e-01	+1.06505257e+02
P16	101	19.10.2016	2848.0000	+1.40619935e+02	+1.73667415e+02	+5.52575262e-01	+1.07080320e+02
P16	102	18.11.2016	2878.0000	+1.30216863e+02	+1.72406247e+02	+5.69706149e-01	+1.07829468e+02
P16	103	19.12.2016	2909.0000	+1.36829390e+02	+1.89203290e+02	+5.80320014e-01	+1.07841080e+02
P16	104	18.01.2017	2939.0000	+1.26753091e+02	+1.85627849e+02	+5.94235514e-01	+1.08493194e+02
P16	105	18.02.2017	2970.0000	+1.31128477e+02	+1.99682153e+02	+6.03614683e-01	+1.08598416e+02
P16	106	20.03.2017	3000.0000	+1.24331604e+02	+1.99031466e+02	+6.15504627e-01	+1.09143297e+02
P16	107	20.04.2017	3031.0000	+1.17811048e+02	+1.99239722e+02	+6.28415829e-01	+1.09688756e+02
P16	108	20.05.2017	3061.0000	+1.16674117e+02	+2.06407523e+02	+6.38871102e-01	+1.10011654e+02
P16	109	19.06.2017	3091.0000	+1.17514231e+02	+2.15597129e+02	+6.47222387e-01	+1.10252175e+02
P16	110	20.07.2017	3122.0000	+1.10119117e+02	+2.13158093e+02	+6.59366284e-01	+1.11333436e+02
P16	111	19.08.2017	3152.0000	+1.02964132e+02	+2.10501188e+02	+6.71529432e-01	+1.12336856e+02
P16	112	19.09.2017	3183.0000	+9.85472421e+01	+2.11839838e+02	+6.82502113e-01	+1.13137610e+02
P16	113	19.10.2017	3213.0000	+9.89336173e+01	+2.20610273e+02	+6.90391147e-01	+1.13627148e+02
P16	114	19.11.2017	3244.0000	+9.61508624e+01	+2.22601208e+02	+6.98352194e-01	+1.14328667e+02
P16	115	19.12.2017	3274.0000	+9.23384297e+01	+2.21834440e+02	+7.06090377e-01	+1.15019068e+02
P16	116	19.01.2018	3305.0000	+9.11464113e+01	+2.26246209e+02	+7.12827566e-01	+1.15625597e+02
P16	117	18.02.2018	3335.0000	+8.85217875e+01	+2.26861073e+02	+7.19319600e-01	+1.16233332e+02
P16	118	20.03.2018	3365.0000	+9.16933019e+01	+2.39960028e+02	+7.23526666e-01	+1.16576277e+02
P16	119	20.04.2018	3396.0000	+8.95132532e+01	+2.40677277e+02	+7.28904238e-01	+1.17225495e+02
P16	120	20.05.2018	3426.0000	+8.34386874e+01	+2.32055473e+02	+7.35530168e-01	+1.18119832e+02
P16	121	20.06.2018	3457.0000	+8.38459016e+01	+2.39477418e+02	+7.40674748e-01	+1.18670747e+02
P16	122	20.07.2018	3487.0000	+7.88591397e+01	+2.32923960e+02	+7.47070513e-01	+1.19602739e+02
P16	123	20.08.2018	3518.0000	+7.81467405e+01	+2.37331519e+02	+7.52291202e-01	+1.20261448e+02
P16	124	19.09.2018	3548.0000	+7.76664564e+01	+2.41697764e+02	+7.56809149e-01	+1.20897375e+02
P16	125	19.10.2018	3578.0000	+7.82857484e+01	+2.48658002e+02	+7.60552852e-01	+1.21374823e+02
P16	126	19.11.2018	3609.0000	+7.61460436e+01	+2.47876876e+02	+7.64997971e-01	+1.22162382e+02
P16	127	19.12.2018	3639.0000	+7.39151770e+01	+2.46490493e+02	+7.69307525e-01	+1.22889027e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"	"WBP9, Бара"
P17	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62690123e+02
P17	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62690123e+02
P17	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62690123e+02
P17	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62690123e+02
P17	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62690123e+02
P17	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62690123e+02
P17	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62690123e+02
P17	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62690123e+02
P17	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62668384e+02
P17	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62591944e+02
P17	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62435489e+02
P17	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61929776e+02
P17	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60606887e+02
P17	15	27.10.2009	299.0000	+3.23739021e+02	+1.26489371e-01	+3.90561414e-04	+1.54079695e+02
P17	16	27.11.2009	330.0000	+3.17082358e+02	+1.25821851e-01	+3.96653865e-04	+1.52083738e+02
P17	17	26.12.2009	359.0000	+3.14806297e+02	+1.26592614e-01	+4.01966953e-04	+1.50390821e+02
P17	18	26.01.2010	390.0000	+3.24284880e+02	+1.32360117e-01	+4.07993476e-04	+1.48444247e+02
P17	19	25.02.2010	420.0000	+3.17583992e+02	+1.31398150e-01	+4.13571876e-04	+1.46623321e+02
P17	20	26.03.2010	449.0000	+3.21501418e+02	+1.34911861e-01	+4.19454670e-04	+1.44642288e+02
P17	21	26.04.2010	480.0000	+3.19373913e+02	+1.36587327e-01	+4.27489323e-04	+1.41408180e+02
P17	22	25.05.2010	509.0000	+3.17753598e+02	+1.38281991e-01	+4.34996927e-04	+1.38467299e+02
P17	23	24.06.2010	539.0000	+3.18808086e+02	+1.41144199e-01	+4.42528734e-04	+1.35640684e+02
P17	24	25.07.2010	570.0000	+3.16029229e+02	+1.42271147e-01	+4.49980935e-04	+1.32933124e+02
P17	25	30.07.2010	575.0000	+3.17169918e+02	+1.43201934e-01	+4.51295346e-04	+1.32430186e+02
P17	26	09.08.2010	585.0000	+3.15876975e+02	+1.43474507e-01	+4.54003870e-04	+1.31371696e+02
P17	27	23.08.2010	599.0000	+3.19770999e+02	+1.46540871e-01	+4.58058257e-04	+1.29780791e+02
P17	28	23.09.2010	630.0000	+3.20647153e+02	+1.49657422e-01	+4.66517801e-04	+1.26620935e+02
P17	29	23.10.2010	660.0000	+3.21928760e+02	+1.52769645e-01	+4.74319795e-04	+1.23858112e+02
P17	30	21.11.2010	689.0000	+3.11684042e+02	+1.49937869e-01	+4.80825949e-04	+1.21769786e+02
P17	31	22.12.2010	720.0000	+3.20277953e+02	+1.56337172e-01	+4.87891518e-04	+1.19646189e+02
P17	32	20.01.2011	749.0000	+3.18311828e+02	+1.57222443e-01	+4.93682017e-04	+1.18163699e+02
P17	33	20.02.2011	780.0000	+3.16615879e+02	+1.58231359e-01	+4.99508494e-04	+1.16839849e+02
P17	34	22.03.2011	810.0000	+3.08418735e+02	+1.55744945e-01	+5.04723996e-04	+1.15802891e+02
P17	35	20.04.2011	839.0000	+3.10789806e+02	+1.58544186e-01	+5.09873057e-04	+1.14852747e+02
P17	36	21.05.2011	870.0000	+3.21480019e+02	+1.65851320e-01	+5.15633297e-04	+1.13863684e+02
P17	37	20.06.2011	900.0000	+3.19952750e+02	+1.66720065e-01	+5.20805763e-04	+1.13197124e+02
P17	38	20.07.2011	930.0000	+3.15943285e+02	+1.66204797e-01	+5.25782371e-04	+1.12753500e+02
P17	39	20.08.2011	961.0000	+3.12413594e+02	+1.66096288e-01	+5.31372616e-04	+1.12401339e+02
P17	40	19.09.2011	991.0000	+3.14801600e+02	+1.69449542e-01	+5.37984497e-04	+1.12047559e+02
P17	41	20.10.2011	1022.0000	+3.17867602e+02	+1.73738468e-01	+5.46276367e-04	+1.11802106e+02
P17	42	19.11.2011	1052.0000	+3.19558448e+02	+1.77831682e-01	+5.56182371e-04	+1.11630403e+02
P17	43	20.12.2011	1083.0000	+3.22273185e+02	+1.83585043e-01	+5.69332264e-04	+1.11488535e+02
P17	44	19.01.2012	1113.0000	+3.18650885e+02	+1.88634996e-01	+5.91629908e-04	+1.11507234e+02
P17	45	18.02.2012	1143.0000	+3.25387985e+02	+2.04264654e-01	+6.27363378e-04	+1.11463350e+02
P17	46	20.03.2012	1174.0000	+3.09573841e+02	+2.10628616e-01	+6.79919867e-04	+1.11773390e+02
P17	47	19.04.2012	1204.0000	+3.06750261e+02	+2.31038946e-01	+7.52615701e-04	+1.11951378e+02
P17	48	20.05.2012	1235.0000	+3.19446693e+02	+2.78456732e-01	+8.70925331e-04	+1.11897104e+02
P17	49	19.06.2012	1265.0000	+3.13630488e+02	+4.39032355e-01	+1.39788272e-03	+1.12119486e+02
P17	50	20.07.2012	1296.0000	+3.13266873e+02	+7.18376581e-01	+2.28793098e-03	+1.12357998e+02
P17	51	19.08.2012	1326.0000	+3.10932989e+02	+1.09020072e+00	+3.49397337e-03	+1.12621014e+02
P17	52	18.09.2012	1356.0000	+3.14279658e+02	+1.65334192e+00	+5.23320425e-03	+1.12777359e+02
P17	53	19.10.2012	1387.0000	+3.10328146e+02	+3.28027391e+00	+1.04597763e-02	+1.13060777e+02
P17	54	18.11.2012	1417.0000	+3.21632221e+02	+6.19238850e+00	+1.88893338e-02	+1.13107520e+02
P17	55	19.12.2012	1448.0000	+3.07318832e+02	+9.32012815e+00	+2.94345590e-02	+1.13545015e+02
P17	56	18.01.2013	1478.0000	+3.15202811e+02	+1.37650090e+01	+4.18430258e-02	+1.13596567e+02
P17	57	18.02.2013	1509.0000	+3.06943336e+02	+1.88731041e+01	+5.79255735e-02	+1.13904558e+02
P17	58	20.03.2013	1539.0000	+2.85250990e+02	+2.64128598e+01	+8.47479096e-02	+1.14434880e+02
P17	59	20.04.2013	1570.0000	+2.69120993e+02	+3.60047767e+01	+1.17999790e-01	+1.14939110e+02
P17	60	20.05.2013	1600.0000	+2.67480230e+02	+4.67085397e+01	+1.48663938e-01	+1.15172690e+02
P17	61	19.06.2013	1630.0000	+2.65144626e+02	+5.74075444e+01	+1.77979099e-01	+1.15393891e+02
P17	62	20.07.2013	1661.0000	+2.41920261e+02	+6.42564992e+01	+2.09867330e-01	+1.16126696e+02
P17	63	19.08.2013	1691.0000	+2.51599259e+02	+7.91414112e+01	+2.39285393e-01	+1.15980872e+02
P17	64	19.09.2013	1722.0000	+2.37292442e+02	+8.83904382e+01	+2.71400321e-01	+1.16478380e+02
P17	65	19.10.2013	1752.0000	+2.26561728e+02	+9.96426718e+01	+3.05460845e-01	+1.16869982e+02
P17	66	19.11.2013	1783.0000	+2.13702343e+02	+1.10398487e+02	+3.40630066e-01	+1.17367416e+02
P17	67	19.12.2013	1813.0000	+1.98861558e+02	+1.19610672e+02	+3.75576457e-01	+1.17951522e+02
P17	68	19.01.2014	1844.0000	+1.87887158e+02	+1.31489782e+02	+4.11707188e-01	+1.18434354e+02
P17	69	18.02.2014	1874.0000	+1.88042689e+02	+1.48469681e+02	+4.41201259e-01	+1.18488693e+02
P17	70	20.03.2014	1904.0000	+1.72032440e+02	+1.54183090e+02	+4.72641785e-01	+1.19150511e+02
P17	71	20.04.2014	1935.0000	+1.57192234e+02	+1.61087606e+02	+5.06119414e-01	+1.19944040e+02
P17	72	20.05.2014	1965.0000	+1.47742151e+02	+1.71277039e+02	+5.36886322e-01	+1.20428948e+02
P17	73	20.06.2014	1996.0000	+1.36245635e+02	+1.78657045e+02	+5.67340504e-01	+1.21081974e+02
P17	74	20.07.2014	2026.0000	+1.33077220e+02	+1.93306850e+02	+5.92268028e-01	+1.21310622e+02
P17	75	20.08.2014	2057.0000	+1.25501154e+02	+2.01612726e+02	+6.16338034e-01	+1.21836087e+02
P17	76	19.09.2014	2087.0000	+1.13486979e+02	+2.02107351e+02	+6.40402350e-01	+1.22568164e+02
P17	77	19.10.2014	2117.0000	+1.07225241e+02	+2.09521839e+02	+6.61479938e-01	+1.23081428e+02
P17	78	19.11.2014	2148.0000	+9.54883161e+01	+2.06148994e+02	+6.83433339e-01	+1.23980413e+02
P17	79	19.12.2014	2178.0000	+9.35141257e+01	+2.18386634e+02	+7.00179872e-01	+1.24350016e+02
P17	80	19.01.2015	2209.0000	+9.04876200e+01	+2.27243670e+02	+7.15207086e-01	+1.24767283e+02
P17	81	18.02.2015	2239.0000	+8.55139544e+01	+2.29949996e+02	+7.28926382e-01	+1.25384617e+02
P17	82	21.03.2015	2270.0000	+8.03200230e+01	+2.31354957e+02	+7.42295570e-01	+1.26044755e+02
P17	83	20.04.2015	2300.0000	+7.58046010e+01	+2.32749209e+02	+7.54322914e-01	+1.26673364e+02
P17	84	21.05.2015	2331.0000	+7.42923095e+01	+2.41391061e+02	+7.64661948e-01	+1.27055319e+02
P17	85	20.06.2015	2361.0000	+7.35639445e+01	+2.50662496e+02	+7.73109360e-01	+1.27355681e+02
P17	86	20.07.2015	2391.0000	+6.89479825e+01	+2.47457247e+02	+7.82089624e-01	+1.28040415e+02
P17	87	20.08.2015	2422.0000	+6.74195293e+01	+2.53709591e+02	+7.90054763e-01	+1.28500277e+02
P17	88	19.09.2015	2452.0000	+6.35198809e+01	+2.50597339e+02	+7.97782876e-01	+1.29221393e+02
P17	89	20.10.2015	2483.0000	+6.31296345e+01	+2.59185626e+02	+8.04136998e-01	+1.29628632e+02
P17	90	19.11.2015	2513.0000	+6.09994211e+01	+2.60231459e+02	+8.10107232e-01	+1.30137949e+02
P17	91	20.12.2015	2544.0000	+6.08848119e+01	+2.68652228e+02	+8.15241370e-01	+1.30488827e+02
P17	92	19.01.2016	2574.0000	+5.84361733e+01	+2.67063857e+02	+8.20472602e-01	+1.31069784e+02
P17	93	18.02.2016	2604.0000	+5.65188710e+01	+2.67370489e+02	+8.25499452e-01	+1.31620484e+02
P17	94	20.03.2016	2635.0000	+5.40910127e+01	+2.65289107e+02	+8.30637509e-01	+1.32224988e+02
P17	95	19.04.2016	2665.0000	+5.12826186e+01	+2.60769191e+02	+8.35659923e-01	+1.32878417e+02
P17	96	20.05.2016	2696.0000	+5.12333595e+01	+2.68933810e+02	+8.39979347e-01	+1.33213138e+02
