Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"	"Забойное давление, Бара"	"WBP9, Бара"
P15	87	20.08.2015	2422.0000	+4.45352149e+01	+2.73240595e+02	+8.59853351e-01	+1.10435210e+02	+1.40085867e+02
P15	88	19.09.2015	2452.0000	+4.38447170e+01	+2.74299973e+02	+8.62186237e-01	+1.10943764e+02	+1.40427527e+02
P15	89	20.10.2015	2483.0000	+4.27424036e+01	+2.73157206e+02	+8.64696244e-01	+1.11766124e+02	+1.40823759e+02
P15	90	19.11.2015	2513.0000	+4.18652119e+01	+2.73171028e+02	+8.67109854e-01	+1.12404051e+02	+1.41172413e+02
P15	91	20.12.2015	2544.0000	+4.26951332e+01	+2.82525057e+02	+8.68719303e-01	+1.11697194e+02	+1.41265763e+02
P15	92	19.01.2016	2574.0000	+4.07183087e+01	+2.75461141e+02	+8.71217726e-01	+1.13308468e+02	+1.41828927e+02
P15	93	18.02.2016	2604.0000	+3.97661433e+01	+2.74667487e+02	+8.73530884e-01	+1.14071154e+02	+1.42222322e+02
P15	94	20.03.2016	2635.0000	+3.95794121e+01	+2.78349038e+02	+8.75508429e-01	+1.14173659e+02	+1.42459270e+02
P15	95	19.04.2016	2665.0000	+3.93053117e+01	+2.80939768e+02	+8.77264901e-01	+1.14411786e+02	+1.42743186e+02
P15	96	20.05.2016	2696.0000	+3.82069769e+01	+2.78404953e+02	+8.79325530e-01	+1.15360976e+02	+1.43176174e+02
P15	97	19.06.2016	2726.0000	+3.81644898e+01	+2.82218920e+02	+8.80878695e-01	+1.15434246e+02	+1.43437665e+02
P15	98	20.07.2016	2757.0000	+3.66074628e+01	+2.76525547e+02	+8.83092930e-01	+1.16789609e+02	+1.43945021e+02
P15	99	19.08.2016	2787.0000	+3.64631978e+01	+2.80004042e+02	+8.84780498e-01	+1.16907925e+02	+1.44195947e+02
P15	100	18.09.2016	2817.0000	+3.58855207e+01	+2.80317779e+02	+8.86511239e-01	+1.17430161e+02	+1.44531220e+02
P15	101	19.10.2016	2848.0000	+3.59129875e+01	+2.84596033e+02	+8.87950150e-01	+1.17442820e+02	+1.44778996e+02
P15	102	18.11.2016	2878.0000	+3.49015419e+01	+2.81324018e+02	+8.89630864e-01	+1.18442969e+02	+1.45251218e+02
P15	103	19.12.2016	2909.0000	+3.42686933e+01	+2.81195257e+02	+8.91370493e-01	+1.19047612e+02	+1.45624162e+02
P15	104	18.01.2017	2939.0000	+3.39819951e+01	+2.83132375e+02	+8.92839939e-01	+1.19335688e+02	+1.45912997e+02
P15	105	18.02.2017	2970.0000	+3.29875969e+01	+2.80083403e+02	+8.94632218e-01	+1.20275046e+02	+1.46339548e+02
P15	106	20.03.2017	3000.0000	+3.17135611e+01	+2.74906809e+02	+8.96570599e-01	+1.21491616e+02	+1.46833696e+02
P15	107	20.04.2017	3031.0000	+3.39410012e+01	+2.95505409e+02	+8.96975653e-01	+1.19430875e+02	+1.46641774e+02
P15	108	20.05.2017	3061.0000	+3.33718175e+01	+2.93913783e+02	+8.98034568e-01	+1.20078892e+02	+1.47002427e+02
P15	109	19.06.2017	3091.0000	+3.19469913e+01	+2.86561809e+02	+8.99698246e-01	+1.21501658e+02	+1.47531780e+02
P15	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55566102e+02	+1.55361255e+02
P15	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56151295e+02	+1.55951468e+02
P15	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56612293e+02	+1.56414496e+02
P15	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57036541e+02	+1.56840180e+02
P15	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57497041e+02	+1.57302620e+02
P15	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57931694e+02	+1.57738846e+02
P15	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58373236e+02	+1.58181868e+02
P15	117	18.02.2018	3335.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58813990e+02	+1.58623948e+02
P15	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59353414e+02	+1.59163888e+02
P15	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59954744e+02	+1.59765862e+02
P15	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60544603e+02	+1.60356786e+02
P15	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61139214e+02	+1.60952086e+02
P15	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61760256e+02	+1.61574650e+02
P15	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62389329e+02	+1.62204706e+02
P15	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62985002e+02	+1.62801531e+02
P15	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63554438e+02	+1.63371423e+02
P15	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64178599e+02	+1.63996911e+02
P15	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64758451e+02	+1.64577433e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"	"Забойное давление, Бара"	"WBP9, Бара"
P16	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60690236e+02
P16	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60690236e+02
P16	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60690236e+02
P16	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60690236e+02
P16	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60690236e+02
P16	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60690236e+02
P16	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60690236e+02
P16	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60690236e+02
P16	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60672260e+02
P16	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60573933e+02
P16	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60369029e+02
P16	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59472438e+02
P16	14	28.09.2009	270.0000	+3.41446974e+02	+6.11759667e-02	+1.79134720e-04	+1.48049063e+02	+1.53325474e+02
P16	15	27.10.2009	299.0000	+3.16271406e+02	+5.75043551e-02	+1.81786594e-04	+1.46742877e+02	+1.51636773e+02
P16	16	27.11.2009	330.0000	+3.11075310e+02	+5.74800469e-02	+1.84744420e-04	+1.45188024e+02	+1.50005933e+02
P16	17	26.12.2009	359.0000	+3.21266003e+02	+6.02766988e-02	+1.87587205e-04	+1.43452904e+02	+1.48432902e+02
P16	18	26.01.2010	390.0000	+3.17557821e+02	+6.05787717e-02	+1.90728156e-04	+1.41860911e+02	+1.46787522e+02
P16	19	25.02.2010	420.0000	+3.23187471e+02	+6.27094887e-02	+1.93996763e-04	+1.39393264e+02	+1.44413309e+02
P16	20	26.03.2010	449.0000	+3.18245866e+02	+6.25939626e-02	+1.96645614e-04	+1.37310282e+02	+1.42260298e+02
P16	21	26.04.2010	480.0000	+3.20082271e+02	+6.42293896e-02	+2.00624994e-04	+1.34378543e+02	+1.39362908e+02
P16	22	25.05.2010	509.0000	+3.17092890e+02	+6.44103766e-02	+2.03086533e-04	+1.30913822e+02	+1.35861527e+02
P16	23	24.06.2010	539.0000	+3.13306981e+02	+6.45290485e-02	+2.05918683e-04	+1.27932319e+02	+1.32830624e+02
P16	24	25.07.2010	570.0000	+3.07610276e+02	+6.42640593e-02	+2.08870254e-04	+1.25226405e+02	+1.30043740e+02
P16	25	30.07.2010	575.0000	+3.15777623e+02	+6.63371375e-02	+2.10031363e-04	+1.24508854e+02	+1.29453094e+02
P16	26	09.08.2010	585.0000	+3.18398540e+02	+6.73304460e-02	+2.11421230e-04	+1.23270986e+02	+1.28259313e+02
P16	27	23.08.2010	599.0000	+3.11362245e+02	+6.62854115e-02	+2.12843093e-04	+1.21882317e+02	+1.26765295e+02
P16	28	23.09.2010	630.0000	+3.16870880e+02	+6.85904301e-02	+2.16414920e-04	+1.18645634e+02	+1.23623164e+02
P16	29	23.10.2010	660.0000	+3.19918475e+02	+7.06149854e-02	+2.20679353e-04	+1.15846141e+02	+1.20879173e+02
P16	30	21.11.2010	689.0000	+3.16138737e+02	+7.09232028e-02	+2.24291702e-04	+1.13664872e+02	+1.18645437e+02
P16	31	22.12.2010	720.0000	+3.08860880e+02	+7.13495530e-02	+2.30955356e-04	+1.11749680e+02	+1.16622235e+02
P16	32	20.01.2011	749.0000	+3.21866021e+02	+7.71791279e-02	+2.39729020e-04	+1.09801847e+02	+1.14884620e+02
P16	33	20.02.2011	780.0000	+3.07088269e+02	+7.58813670e-02	+2.47038487e-04	+1.08686231e+02	+1.13542583e+02
P16	34	22.03.2011	810.0000	+3.23463249e+02	+8.26708538e-02	+2.55515056e-04	+1.07260360e+02	+1.12378985e+02
P16	35	20.04.2011	839.0000	+3.13586586e+02	+8.22542173e-02	+2.62232670e-04	+1.06586267e+02	+1.11553254e+02
P16	36	21.05.2011	870.0000	+3.25869845e+02	+8.81050281e-02	+2.70295687e-04	+1.05602604e+02	+1.10766907e+02
P16	37	20.06.2011	900.0000	+3.25737235e+02	+9.03347918e-02	+2.77247232e-04	+1.05088104e+02	+1.10253600e+02
P16	38	20.07.2011	930.0000	+3.19108359e+02	+9.05006991e-02	+2.83524506e-04	+1.04843050e+02	+1.09906536e+02
P16	39	20.08.2011	961.0000	+3.18774040e+02	+9.25101842e-02	+2.90121947e-04	+1.04590925e+02	+1.09651239e+02
P16	40	19.09.2011	991.0000	+3.26665433e+02	+9.70573247e-02	+2.97027130e-04	+1.04213292e+02	+1.09400193e+02
P16	41	20.10.2011	1022.0000	+3.20783898e+02	+9.71822397e-02	+3.02860610e-04	+1.04259457e+02	+1.09355547e+02
P16	42	19.11.2011	1052.0000	+3.21098254e+02	+9.92357701e-02	+3.08955621e-04	+1.04243508e+02	+1.09345939e+02
P16	43	20.12.2011	1083.0000	+3.24141706e+02	+1.02224285e-01	+3.15269695e-04	+1.04166344e+02	+1.09318373e+02
P16	44	19.01.2012	1113.0000	+3.21049955e+02	+1.03015148e-01	+3.20766607e-04	+1.04265385e+02	+1.09370008e+02
P16	45	18.02.2012	1143.0000	+3.16470621e+02	+1.03149076e-01	+3.25829508e-04	+1.04505129e+02	+1.09538732e+02
P16	46	20.03.2012	1174.0000	+3.25588975e+02	+1.08214544e-01	+3.32255074e-04	+1.04504595e+02	+1.09683346e+02
P16	47	19.04.2012	1204.0000	+3.14580492e+02	+1.05947603e-01	+3.36676734e-04	+1.04938655e+02	+1.09944732e+02
P16	48	20.05.2012	1235.0000	+3.16947014e+02	+1.08526178e-01	+3.42293902e-04	+1.05058544e+02	+1.10103524e+02
P16	49	19.06.2012	1265.0000	+3.22942098e+02	+1.12511537e-01	+3.48274049e-04	+1.05104172e+02	+1.10245488e+02
P16	50	20.07.2012	1296.0000	+3.19386479e+02	+1.12891119e-01	+3.53337534e-04	+1.05374039e+02	+1.10461130e+02
P16	51	19.08.2012	1326.0000	+3.15799234e+02	+1.13096427e-01	+3.57999408e-04	+1.05722539e+02	+1.10755000e+02
P16	52	18.09.2012	1356.0000	+3.10212525e+02	+1.12544728e-01	+3.62667212e-04	+1.06078939e+02	+1.11025273e+02
P16	53	19.10.2012	1387.0000	+3.16136070e+02	+1.16519813e-01	+3.68439079e-04	+1.06181540e+02	+1.11224530e+02
P16	54	18.11.2012	1417.0000	+3.11717656e+02	+1.16323835e-01	+3.73031300e-04	+1.06540449e+02	+1.11517058e+02
P16	55	19.12.2012	1448.0000	+3.17925539e+02	+1.20571019e-01	+3.79099178e-04	+1.06646045e+02	+1.11725235e+02
P16	56	18.01.2013	1478.0000	+3.22693465e+02	+1.24234503e-01	+3.84844148e-04	+1.06747792e+02	+1.11907776e+02
P16	57	18.02.2013	1509.0000	+3.22462829e+02	+1.25911230e-01	+3.90315018e-04	+1.06960486e+02	+1.12123276e+02
P16	58	20.03.2013	1539.0000	+3.19643201e+02	+1.26468876e-01	+3.95499910e-04	+1.07248125e+02	+1.12373662e+02
P16	59	20.04.2013	1570.0000	+3.13114056e+02	+1.25484146e-01	+4.00601234e-04	+1.07673353e+02	+1.12704178e+02
P16	60	20.05.2013	1600.0000	+3.14541040e+02	+1.27909712e-01	+4.06489780e-04	+1.07947326e+02	+1.13011235e+02
P16	61	19.06.2013	1630.0000	+3.20087187e+02	+1.32452904e-01	+4.13631418e-04	+1.08090333e+02	+1.13254437e+02
P16	62	20.07.2013	1661.0000	+3.09743542e+02	+1.29968231e-01	+4.19423496e-04	+1.08596303e+02	+1.13611314e+02
P16	63	19.08.2013	1691.0000	+3.20023701e+02	+1.37109276e-01	+4.28251277e-04	+1.08599519e+02	+1.13797353e+02
P16	64	19.09.2013	1722.0000	+3.08381123e+02	+1.34527101e-01	+4.36046279e-04	+1.09176237e+02	+1.14210258e+02
P16	65	19.10.2013	1752.0000	+3.24074627e+02	+1.45453112e-01	+4.48624624e-04	+1.09071881e+02	+1.14386401e+02
P16	66	19.11.2013	1783.0000	+3.19620212e+02	+1.47868085e-01	+4.62422907e-04	+1.09401835e+02	+1.14684256e+02
P16	67	19.12.2013	1813.0000	+3.19235057e+02	+1.53012951e-01	+4.79081612e-04	+1.09642561e+02	+1.14966900e+02
P16	68	19.01.2014	1844.0000	+3.11420462e+02	+1.65477846e-01	+5.31082520e-04	+1.10045422e+02	+1.15300293e+02
P16	69	18.02.2014	1874.0000	+3.10549978e+02	+1.85311840e-01	+5.96365608e-04	+1.10227342e+02	+1.15535063e+02
P16	70	20.03.2014	1904.0000	+3.14635555e+02	+2.13064834e-01	+6.76721512e-04	+1.10320772e+02	+1.15776771e+02
P16	71	20.04.2014	1935.0000	+3.10935414e+02	+2.41895820e-01	+7.77356872e-04	+1.10676099e+02	+1.16167599e+02
P16	72	20.05.2014	1965.0000	+3.15443399e+02	+2.87671159e-01	+9.11127178e-04	+1.10694119e+02	+1.16382357e+02
P16	73	20.06.2014	1996.0000	+3.09993952e+02	+3.96308108e-01	+1.27680588e-03	+1.11057129e+02	+1.16794948e+02
P16	74	20.07.2014	2026.0000	+3.19148878e+02	+6.47822498e-01	+2.02573228e-03	+1.10920029e+02	+1.16989061e+02
P16	75	20.08.2014	2057.0000	+3.24494666e+02	+9.65613888e-01	+2.96691777e-03	+1.10878932e+02	+1.17259617e+02
P16	76	19.09.2014	2087.0000	+3.15802655e+02	+1.28468485e+00	+4.05151732e-03	+1.11127662e+02	+1.17585768e+02
P16	77	19.10.2014	2117.0000	+3.17839907e+02	+1.96315288e+00	+6.13863068e-03	+1.11090520e+02	+1.17860624e+02
P16	78	19.11.2014	2148.0000	+3.24138992e+02	+3.66335751e+00	+1.11755072e-02	+1.10956117e+02	+1.18132079e+02
P16	79	19.12.2014	2178.0000	+3.17820683e+02	+5.31978724e+00	+1.64627700e-02	+1.11125697e+02	+1.18469151e+02
P16	80	19.01.2015	2209.0000	+3.11053219e+02	+7.13440110e+00	+2.24219946e-02	+1.11287918e+02	+1.18833415e+02
P16	81	18.02.2015	2239.0000	+3.00319032e+02	+9.04885840e+00	+2.92495074e-02	+1.11598471e+02	+1.19258261e+02
P16	82	21.03.2015	2270.0000	+3.06738429e+02	+1.22616811e+01	+3.84378586e-02	+1.11303231e+02	+1.19517672e+02
P16	83	20.04.2015	2300.0000	+2.94535387e+02	+1.49787833e+01	+4.83944993e-02	+1.11628917e+02	+1.19948089e+02
P16	84	21.05.2015	2331.0000	+2.89855315e+02	+1.85363155e+01	+6.01064156e-02	+1.11613348e+02	+1.20294169e+02
P16	85	20.06.2015	2361.0000	+2.90906683e+02	+2.37463669e+01	+7.54684147e-02	+1.11312631e+02	+1.20515251e+02
P16	86	20.07.2015	2391.0000	+2.88487487e+02	+3.01262525e+01	+9.45541536e-02	+1.11193423e+02	+1.20774141e+02
P16	87	20.08.2015	2422.0000	+2.71271696e+02	+3.63742237e+01	+1.18234052e-01	+1.11835262e+02	+1.21237997e+02
P16	88	19.09.2015	2452.0000	+2.80123988e+02	+4.51629823e+01	+1.38840428e-01	+1.11391867e+02	+1.21456895e+02
P16	89	20.10.2015	2483.0000	+2.58194395e+02	+4.93402246e+01	+1.60437952e-01	+1.12283347e+02	+1.21967592e+02
P16	90	19.11.2015	2513.0000	+2.64110341e+02	+5.77803890e+01	+1.79503116e-01	+1.11898940e+02	+1.22166809e+02
P16	91	20.12.2015	2544.0000	+2.54338282e+02	+6.32133376e+01	+1.99064762e-01	+1.12236192e+02	+1.22505945e+02
P16	92	19.01.2016	2574.0000	+2.40771563e+02	+6.71828174e+01	+2.18158344e-01	+1.12824437e+02	+1.22913652e+02
P16	93	18.02.2016	2604.0000	+2.38067519e+02	+7.34309709e+01	+2.35734597e-01	+1.12918076e+02	+1.23235898e+02
P16	94	20.03.2016	2635.0000	+2.43675442e+02	+8.25210082e+01	+2.52979480e-01	+1.12587525e+02	+1.23448542e+02
P16	95	19.04.2016	2665.0000	+2.27681517e+02	+8.51700625e+01	+2.72237917e-01	+1.13361142e+02	+1.23841390e+02
P16	96	20.05.2016	2696.0000	+2.22760183e+02	+9.11392075e+01	+2.90345284e-01	+1.13634851e+02	+1.24197746e+02
P16	97	19.06.2016	2726.0000	+2.12731195e+02	+9.47366447e+01	+3.08118874e-01	+1.14229566e+02	+1.24630312e+02
P16	98	20.07.2016	2757.0000	+2.18796163e+02	+1.04476277e+02	+3.23183371e-01	+1.13881477e+02	+1.24849775e+02
P16	99	19.08.2016	2787.0000	+2.06742469e+02	+1.06323761e+02	+3.39620665e-01	+1.14541412e+02	+1.25221471e+02
P16	100	18.09.2016	2817.0000	+2.07844839e+02	+1.13890071e+02	+3.53987296e-01	+1.14482796e+02	+1.25486440e+02
P16	101	19.10.2016	2848.0000	+1.97984745e+02	+1.16302605e+02	+3.70051817e-01	+1.15160565e+02	+1.25907018e+02
P16	102	18.11.2016	2878.0000	+1.85355339e+02	+1.17267771e+02	+3.87504348e-01	+1.16163217e+02	+1.26441409e+02
P16	103	19.12.2016	2909.0000	+1.95980730e+02	+1.30051950e+02	+3.98892374e-01	+1.15581664e+02	+1.26575162e+02
P16	104	18.01.2017	2939.0000	+1.83249326e+02	+1.29131614e+02	+4.13378658e-01	+1.16548995e+02	+1.27033717e+02
P16	105	18.02.2017	2970.0000	+1.90837540e+02	+1.39973090e+02	+4.23121500e-01	+1.16180769e+02	+1.27220920e+02
P16	106	20.03.2017	3000.0000	+1.82636160e+02	+1.40726910e+02	+4.35197840e-01	+1.16888927e+02	+1.27636011e+02
P16	107	20.04.2017	3031.0000	+1.74983624e+02	+1.42067146e+02	+4.48089579e-01	+1.17515911e+02	+1.27997419e+02
P16	108	20.05.2017	3061.0000	+1.74959002e+02	+1.48122638e+02	+4.58468138e-01	+1.17641837e+02	+1.28267622e+02
P16	109	19.06.2017	3091.0000	+1.77559485e+02	+1.55551875e+02	+4.66966588e-01	+1.17617540e+02	+1.28526193e+02
P16	110	20.07.2017	3122.0000	+1.67356659e+02	+1.55920551e+02	+4.82312227e-01	+1.18794274e+02	+1.29338462e+02
P16	111	19.08.2017	3152.0000	+1.57666935e+02	+1.55798385e+02	+4.97019525e-01	+1.19889806e+02	+1.30052121e+02
P16	112	19.09.2017	3183.0000	+1.51911476e+02	+1.58475604e+02	+5.10574100e-01	+1.20662011e+02	+1.30659339e+02
P16	113	19.10.2017	3213.0000	+1.53321006e+02	+1.66222884e+02	+5.20187960e-01	+1.20886853e+02	+1.31122455e+02
P16	114	19.11.2017	3244.0000	+1.49733244e+02	+1.69018826e+02	+5.30251695e-01	+1.21537193e+02	+1.31702204e+02
P16	115	19.12.2017	3274.0000	+1.44351947e+02	+1.69820923e+02	+5.40533380e-01	+1.22275678e+02	+1.32253575e+02
P16	116	19.01.2018	3305.0000	+1.43024035e+02	+1.74368585e+02	+5.49378195e-01	+1.22761779e+02	+1.32785483e+02
P16	117	18.02.2018	3335.0000	+1.39258744e+02	+1.76124116e+02	+5.58445428e-01	+1.23385747e+02	+1.33290654e+02
P16	118	20.03.2018	3365.0000	+1.44599387e+02	+1.87053943e+02	+5.64004418e-01	+1.23363535e+02	+1.33713598e+02
P16	119	20.04.2018	3396.0000	+1.41265028e+02	+1.88925502e+02	+5.72171171e-01	+1.24053543e+02	+1.34297362e+02
P16	120	20.05.2018	3426.0000	+1.31624196e+02	+1.83869964e+02	+5.82799899e-01	+1.25273547e+02	+1.34994226e+02
P16	121	20.06.2018	3457.0000	+1.32468596e+02	+1.90854724e+02	+5.90290624e-01	+1.25667263e+02	+1.35558613e+02
P16	122	20.07.2018	3487.0000	+1.24615831e+02	+1.87167269e+02	+6.00312424e-01	+1.26847776e+02	+1.36323572e+02
P16	123	20.08.2018	3518.0000	+1.23666248e+02	+1.91812012e+02	+6.08003898e-01	+1.27439817e+02	+1.36962299e+02
P16	124	19.09.2018	3548.0000	+1.23111069e+02	+1.96253151e+02	+6.14512018e-01	+1.28008316e+02	+1.37592627e+02
P16	125	19.10.2018	3578.0000	+1.24228955e+02	+2.02714795e+02	+6.20029577e-01	+1.28354610e+02	+1.38115686e+02
P16	126	19.11.2018	3609.0000	+1.20907976e+02	+2.03114944e+02	+6.26853631e-01	+1.29211075e+02	+1.38834287e+02
P16	127	19.12.2018	3639.0000	+1.17277428e+02	+2.03128242e+02	+6.33972058e-01	+1.30016990e+02	+1.39482097e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"	"Забойное давление, Бара"	"WBP9, Бара"
P17	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62752147e+02
P17	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62752147e+02
P17	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62752147e+02
P17	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62752147e+02
P17	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62752147e+02
P17	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62752147e+02
P17	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62752147e+02
P17	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62752147e+02
P17	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62730246e+02
P17	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62612993e+02
P17	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62409022e+02
P17	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61862359e+02
P17	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60690172e+02
P17	15	27.10.2009	299.0000	+3.23754756e+02	+1.10754176e-01	+3.41975828e-04	+1.34112758e+02	+1.56259372e+02
P17	16	27.11.2009	330.0000	+3.17098521e+02	+1.09658828e-01	+3.45699874e-04	+1.32867959e+02	+1.54589554e+02
P17	17	26.12.2009	359.0000	+3.14822929e+02	+1.09960809e-01	+3.49156320e-04	+1.31441835e+02	+1.53028518e+02
P17	18	26.01.2010	390.0000	+3.24302698e+02	+1.14542248e-01	+3.53070780e-04	+1.29007419e+02	+1.51266554e+02
P17	19	25.02.2010	420.0000	+3.17601978e+02	+1.13412248e-01	+3.56961769e-04	+1.27625711e+02	+1.49447989e+02
P17	20	26.03.2010	449.0000	+3.21520232e+02	+1.16097542e-01	+3.60959045e-04	+1.25466824e+02	+1.47581102e+02
P17	21	26.04.2010	480.0000	+3.19393407e+02	+1.17093481e-01	+3.66477724e-04	+1.22761166e+02	+1.44761145e+02
P17	22	25.05.2010	509.0000	+3.17773705e+02	+1.18175274e-01	+3.71746753e-04	+1.20179411e+02	+1.42100811e+02
P17	23	24.06.2010	539.0000	+3.18828995e+02	+1.20234855e-01	+3.76971767e-04	+1.17515457e+02	+1.39541233e+02
P17	24	25.07.2010	570.0000	+3.16050688e+02	+1.20812064e-01	+3.82109279e-04	+1.15211921e+02	+1.37075637e+02
P17	25	30.07.2010	575.0000	+3.17191569e+02	+1.21550900e-01	+3.83062949e-04	+1.14647962e+02	+1.36594868e+02
P17	26	09.08.2010	585.0000	+3.15898776e+02	+1.21674116e-01	+3.85019753e-04	+1.13733724e+02	+1.35603033e+02
P17	27	23.08.2010	599.0000	+3.19793466e+02	+1.24073896e-01	+3.87830865e-04	+1.12044378e+02	+1.34199764e+02
P17	28	23.09.2010	630.0000	+3.20670538e+02	+1.26271770e-01	+3.93619158e-04	+1.09150008e+02	+1.31400484e+02
P17	29	23.10.2010	660.0000	+3.21953074e+02	+1.28456221e-01	+3.98831379e-04	+1.06611117e+02	+1.28981044e+02
P17	30	21.11.2010	689.0000	+3.11708278e+02	+1.25701834e-01	+4.03104993e-04	+1.05435387e+02	+1.27119399e+02
P17	31	22.12.2010	720.0000	+3.20303707e+02	+1.30583236e-01	+4.07519545e-04	+1.03021086e+02	+1.25327358e+02
P17	32	20.01.2011	749.0000	+3.18338145e+02	+1.30905283e-01	+4.11045542e-04	+1.01856280e+02	+1.24047654e+02
P17	33	20.02.2011	780.0000	+3.16642820e+02	+1.31289800e-01	+4.14458744e-04	+1.00844589e+02	+1.22938263e+02
P17	34	22.03.2011	810.0000	+3.08445690e+02	+1.28790389e-01	+4.17372134e-04	+1.00577721e+02	+1.22117813e+02
P17	35	20.04.2011	839.0000	+3.10817721e+02	+1.30628531e-01	+4.20097200e-04	+9.97343622e+01	+1.21455652e+02
P17	36	21.05.2011	870.0000	+3.21509821e+02	+1.36049195e-01	+4.22978212e-04	+9.83937519e+01	+1.20878253e+02
P17	37	20.06.2011	900.0000	+3.19983264e+02	+1.36206204e-01	+4.25485535e-04	+9.81479197e+01	+1.20542454e+02
